9801411,5823269,$156.45
9801412,5294514,$104.70
9801413,6692406,$189.95
9801414,9529924,$181.70
9801415,7389774,$67.45
9801416,1184760,$16.70
9801417,5294514,$83.70
9801418,1084080,$253.20
9801419,1293677,$79.70
9801420,9704351,$54.70
9801421,3983563,$131.20
9801422,9529924,$144.45
9801423,5294514,$110.20
9801424,513759,$132.70
9801425,52879,$185.45
9801426,201569,$187.70
9801427,9704351,$42.20
9801428,2300185,$79.95
9801429,5037356,$176.95
9801430,2607172,$30.70
9801431,2607172,$244.70
9801432,6177170,$216.20
9801433,5823269,$236.70
9801434,6634826,$73.95
9801435,6634826,$169.20
9801436,5801599,$26.70
9801437,1359208,$57.45
9801438,999908,$169.20
9801439,479393,$165.70
9801440,8490159,$60.70
9801441,5663906,$103.70
9801442,5042682,$73.45
9801443,6040406,$171.45
9801444,5663906,$35.70
9801445,8132908,$88.70
9801446,718768,$24.70
9801447,7356524,$69.45
9801448,6634826,$32.95
9801449,1742535,$25.20
9801450,5823269,$24.45
9801451,9189817,$93.20
9801452,5042682,$205.45
9801453,6177170,$84.20
9801454,5294514,$246.95
9801455,9189817,$108.95
9801456,2300185,$169.95
9801457,9529924,$234.70
9801458,5295388,$55.45
9801459,9529924,$85.20
9801460,9932668,$26.45
9801461,5900979,$25.95
9801462,4226618,$139.70
9801463,3558845,$204.20
9801464,2607172,$182.95
9801465,6177170,$97.95
9801466,5042682,$149.70
9801467,4105589,$78.95
9801468,6177170,$189.45
9801469,9322579,$111.20
9801470,6692406,$132.45
9801471,2463819,$225.45
9801472,8564134,$206.70
9801473,1084080,$7.95
9801474,5291676,$59.45
9801475,479393,$99.95
9801476,9704351,$146.95
9801477,9529924,$180.45
9801478,2300185,$32.70
9801479,9870795,$24.45
9801480,479393,$11.95
9801481,7616008,$12.70
9801482,999908,$73.20
9801483,9870795,$15.45
9801484,6634826,$4.70
9801485,9322579,$68.45
9801486,5342030,$76.45
9801487,6675389,$127.20
9801488,2607172,$48.95
9801489,5042682,$61.70
9801490,4105589,$243.70
9801491,2463819,$183.20
9801492,5801599,$61.95
9801493,3974331,$49.70
9801494,1184760,$38.45
9801495,52879,$229.45
9801496,7356524,$174.95
9801497,718768,$104.95
9801498,8152161,$222.95
9801499,5037356,$50.95
9801500,201569,$168.20
9801501,2300185,$196.45
9801502,3558845,$252.95
9801503,8132908,$28.70
9801504,8152161,$148.45
9801505,1359208,$211.20
9801506,5291676,$23.45
9801507,9529924,$220.20
9801508,6138106,$168.45
9801509,1184760,$32.70
9801510,8152161,$122.45
9801511,5295388,$172.45
9801512,9870795,$253.20
9801513,8132908,$190.95
9801514,1293677,$123.20
9801515,5294514,$77.45
9801516,9704351,$110.70
9801517,6177170,$47.95
9801518,7389774,$66.95
9801519,1184760,$118.45
9801520,1359208,$224.45
9801521,2607172,$235.70
9801522,7389774,$117.45
9801523,9322579,$91.20
9801524,7389774,$186.95
9801525,1184760,$121.95
9801526,6634826,$107.95
9801527,4063927,$171.95
9801528,5900979,$134.45
9801529,5037356,$83.45
9801530,7389774,$53.20
9801531,5823269,$55.70
9801532,6675389,$62.20
9801533,5801599,$20.20
9801534,8490159,$20.45
9801535,5291676,$191.95
9801536,5042682,$32.70
9801537,4226618,$105.95
9801538,9932668,$155.70
9801539,7356524,$68.45
9801540,2300185,$122.70
9801541,9704351,$241.95
9801542,5801599,$224.70
9801543,8152161,$60.45
9801544,9932668,$105.20
9801545,201569,$62.45
9801546,1184760,$22.95
9801547,513759,$24.70
9801548,8564134,$75.20
