46856665,7626449,$4.20
46856664,1788560,$38.95
46856668,1805949,$179.45
46856669,4665158,$186.45
46856666,9751879,$204.95
46856667,6679069,$156.45
46856674,1071806,$4.95
46856671,7000385,$252.20
46856672,935176,$73.95
46856673,7605168,$146.70
46856670,9769882,$5.70
46856675,971601,$228.70
46856676,6902093,$140.45
46856677,923287,$16.70
46856682,3982052,$147.20
46856680,3063379,$195.20
46856679,554400,$221.70
46856681,6408369,$3.70
46856678,5434790,$74.95
46856683,1256058,$238.70
46856688,3478405,$229.45
46856685,5022264,$190.70
46856690,6617818,$142.20
46856687,63510,$173.70
46856684,7218186,$73.70
46856689,3875658,$153.20
46856686,2148427,$209.45
46856693,2286120,$169.20
46856692,3879958,$211.70
46856691,9553354,$212.45
46856694,8851811,$144.95
46856695,8652020,$149.45
46856696,328478,$88.70
46856697,190529,$213.45
46856698,3681826,$252.20
46856699,1331328,$29.95
46856703,3577142,$39.20
46856701,1771964,$140.20
46856706,3878628,$75.95
46856700,3811209,$113.70
46856704,6336184,$124.95
46856708,6019045,$169.45
46856702,9912071,$48.70
46856710,8970577,$3.70
46856705,8832080,$76.70
46856713,5718475,$157.20
46856707,204463,$162.95
46856715,8782968,$194.45
46856712,7533172,$115.45
46856709,328478,$72.20
46856714,8081855,$224.45
46856711,5582520,$188.70
46856718,6506597,$11.70
46856719,8609370,$10.95
46856716,9286823,$14.70
46856717,6319022,$41.45
46856722,985591,$33.45
46856725,7099406,$214.45
46856720,7701895,$226.20
46856723,4646890,$134.45
46856727,7223495,$156.95
46856721,5998052,$41.45
46856726,1670147,$155.95
46856724,1294980,$228.70
46856730,7085734,$85.45
46856732,2974153,$135.45
46856728,4510837,$133.95
46856731,6694023,$237.95
46856729,803566,$134.70
46856733,7055336,$25.70
46856734,4706984,$34.95
46856735,3628790,$41.45
46856738,5218637,$40.70
46856737,6198790,$165.45
46856736,6948301,$193.20
46856739,1288752,$189.70
46856743,5876858,$105.20
46856741,9209291,$99.20
46856742,5321329,$85.20
46856740,114799,$105.70
46856747,5739107,$143.45
46856745,7793366,$195.20
46856746,7608034,$87.70
46856744,4251936,$95.45
46856748,6086956,$228.70
46856751,33970,$237.45
46856750,8658490,$93.45
46856749,7755617,$189.70
46856752,7002718,$128.70
46856757,8702425,$212.95
46856754,207638,$232.95
46856755,4424368,$250.70
46856756,3129758,$236.95
46856753,4278434,$114.70
46856760,3577807,$220.45
46856759,1204570,$249.95
46856758,2394726,$121.95
46856761,732246,$237.95
46856762,4641227,$148.20
46856763,8439290,$119.45
46856767,7156435,$162.95
46856765,77614,$68.45
46856766,8355062,$183.95
46856764,1331328,$209.70
46856768,2101869,$157.70
46856769,269959,$185.45
46856774,4810440,$239.45
46856771,3587106,$143.20
46856772,9494677,$9.45
46856773,2673609,$107.95
46856770,2907535,$31.70
46856775,49977,$142.95
46856776,4795170,$216.20
46856777,2257316,$247.70
46856781,8970577,$103.20
46856783,3879958,$86.45
46856780,5218637,$148.20
