49755960,1011204,$106.20
49755970,1011204,$207.45
49755974,1011204,$129.95
49756002,1011204,$102.70
49756003,1011204,$66.70
49756007,1011204,$165.45
49756008,1011204,$218.95
49756012,1011204,$5.45
49756030,1011204,$35.70
49756032,1011204,$186.20
49755946,1614633,$81.20
49755948,1614633,$137.45
49755953,1614633,$42.20
49755957,1614633,$134.95
49755962,1614633,$71.20
49755984,1614633,$8.20
49755993,1614633,$8.95
49755997,1614633,$58.70
49756000,1614633,$178.70
49756004,1614633,$83.70
49756005,1614633,$187.70
49756010,1614633,$178.95
49755935,2185087,$221.70
49755939,2185087,$172.20
49755954,2185087,$118.20
49755963,2185087,$36.20
49755967,2185087,$31.45
49755979,2185087,$119.70
49755989,2185087,$198.70
49755991,2185087,$226.70
49755992,2185087,$102.70
49756001,2185087,$43.20
49756018,2185087,$201.45
49756020,2185087,$63.70
49756021,2185087,$177.45
49756023,2185087,$68.95
49756028,2185087,$90.20
49756033,2185087,$151.95
49755936,4883444,$111.70
49755950,4883444,$77.45
49755951,4883444,$127.45
49755952,4883444,$132.20
49755969,4883444,$76.45
49755975,4883444,$97.95
49755981,4883444,$21.95
49755982,4883444,$42.20
49755995,4883444,$18.20
49756009,4883444,$74.95
49756011,4883444,$181.20
49756013,4883444,$115.95
49756017,4883444,$201.20
49756024,4883444,$50.20
49756027,4883444,$32.45
49755940,5032540,$27.20
49755949,5032540,$252.45
49755961,5032540,$63.20
49755966,5032540,$195.45
49755986,5032540,$127.20
49755988,5032540,$10.95
49755994,5032540,$123.20
49756014,5032540,$40.95
49755942,5499796,$100.95
49755943,5499796,$175.70
49755947,5499796,$151.70
49755965,5499796,$64.20
49755971,5499796,$128.20
49755990,5499796,$205.45
49756006,5499796,$100.70
49756016,5499796,$130.20
49756022,5499796,$155.45
49756025,5499796,$52.95
49756031,5499796,$105.95
49756034,5499796,$48.70
49755937,5816557,$194.70
49755938,5816557,$253.20
49755941,5816557,$140.70
49755945,5816557,$159.45
49755955,5816557,$173.45
49755958,5816557,$156.20
49755964,5816557,$12.45
49755968,5816557,$209.20
49755972,5816557,$139.45
49755976,5816557,$236.45
49755977,5816557,$226.45
49755980,5816557,$132.95
49755985,5816557,$49.70
49755987,5816557,$110.70
49755996,5816557,$90.45
49755998,5816557,$129.20
49755999,5816557,$200.20
49756019,5816557,$17.20
49756029,5816557,$110.70
49755944,5961168,$88.95
49755956,5961168,$144.20
49755959,5961168,$31.45
49755973,5961168,$65.95
49755978,5961168,$102.95
49755983,5961168,$22.70
49756015,5961168,$85.45
49756026,5961168,$135.45
