29173787,7929166,$220.95
29173785,1217839,$113.70
29173784,6401548,$152.20
29173786,7170338,$207.95
29173783,3963126,$34.95
29173790,4231803,$166.70
29173789,2068654,$208.20
29173788,4243999,$214.70
29173791,9027498,$249.45
29173794,5057657,$5.45
29173793,9014279,$95.70
29173792,3521689,$51.95
29173795,459147,$104.20
29173800,9855919,$129.70
29173797,6586191,$85.20
29173799,2925454,$230.95
29173798,6479000,$153.70
29173796,8822414,$244.70
29173801,2276330,$174.70
29173805,8420132,$206.45
29173803,1030609,$245.95
29173804,7149716,$124.95
29173802,357940,$242.70
29173808,1547152,$175.95
29173807,6144205,$226.95
29173806,3627718,$138.95
29173813,9715864,$233.20
29173810,8081800,$41.95
29173811,9206445,$75.45
29173815,1455476,$72.70
29173809,4232278,$164.95
29173816,6420355,$103.20
29173812,5553269,$55.70
29173814,8857700,$141.45
29173817,9814919,$49.95
29173820,3939675,$22.20
29173823,5319685,$161.70
29173818,4609616,$127.45
29173821,227796,$122.20
29173822,2057367,$247.20
29173819,4462145,$131.20
29173824,3676998,$203.45
29173825,4011812,$125.70
29173829,5331475,$46.45
29173827,9511203,$136.20
29173828,3297610,$244.20
29173826,8532680,$33.95
29173831,8766155,$180.70
29173830,5800293,$74.45
29173834,9824019,$112.20
29173833,6249590,$26.20
29173832,5781291,$26.20
29173835,5634796,$47.20
29173836,6914895,$88.70
29173837,7782246,$11.45
29173838,7683642,$175.45
29173840,3035545,$161.70
29173839,3963126,$210.95
29173841,328433,$84.20
29173842,6132353,$53.45
29173843,9916285,$241.45
29173844,8795819,$153.95
29173845,1960865,$113.20
29173846,6796669,$110.95
29173850,2913853,$208.70
29173851,1525890,$230.45
29173849,7611303,$140.45
29173847,6026525,$179.95
29173848,3117162,$102.95
29173852,9814919,$122.95
29173853,5797970,$104.95
29173858,1528476,$134.20
29173855,6792689,$166.45
29173859,5908038,$152.20
29173861,3029900,$204.70
29173854,3580134,$195.45
29173856,1999082,$15.20
29173860,1328845,$199.45
29173857,5870949,$17.95
29173862,1301989,$16.45
29173863,341837,$167.70
29173864,1945067,$240.70
29173867,6249590,$122.20
29173870,4521304,$33.70
29173865,4167446,$165.45
29173871,3811043,$210.70
29173869,740925,$108.20
29173866,546403,$28.20
29173868,3433663,$170.20
29173872,1805769,$51.70
29173877,2003693,$116.70
29173874,3139434,$193.70
29173878,2173007,$108.20
29173876,623638,$24.45
29173873,2612420,$145.95
29173875,994219,$179.70
29173883,6864004,$56.95
29173880,7696841,$189.45
29173884,8037258,$103.45
29173882,1636587,$212.20
29173879,1914595,$67.20
29173881,420763,$132.45
29173888,2491117,$169.45
29173886,3442986,$101.20
29173887,2602653,$113.45
29173885,5797123,$13.45
29173889,8431110,$102.70
29173891,435837,$193.45
29173890,4234692,$250.20
29173892,4175527,$27.95
29173893,3708155,$234.45
29173894,1909093,$38.20
29173899,2084729,$74.20
29173896,4068683,$193.20
29173897,1151692,$16.70
29173902,5969273,$242.70
29173895,5342080,$250.45
29173901,8213830,$41.95
29173900,7819358,$230.70
29173898,4497834,$245.70
29173903,1369616,$52.20
29173904,9344137,$139.70
29173905,214317,$169.20
29173908,5654556,$34.45
29173907,2776873,$236.70
29173906,9142822,$233.45
29173909,2794900,$219.95
29173913,3229102,$190.45
29173914,357940,$189.20
29173912,9043974,$168.45
29173910,8447526,$182.95
29173911,6657926,$82.20
29173915,7038912,$85.70
29173919,2803414,$251.95
29173917,7595329,$7.95
29173918,5042512,$240.20
29173916,647861,$104.20
29173920,3674926,$219.95
29173921,412486,$145.45
29173922,556728,$124.20
29173923,148797,$110.70
29173924,9558527,$144.70
29173925,9005887,$31.45
29173926,8320045,$252.95
29173927,9251996,$211.20
29173930,6512717,$115.45
29173929,5553269,$116.20
29173928,8850591,$203.20
29173931,8233914,$139.45
29173932,1692250,$209.70
29173933,7764939,$85.70
29173936,6627390,$145.95
29173935,6310111,$176.95
29173934,8450277,$80.45
29173937,7377625,$229.95
29173938,1126760,$136.45
29173941,9998668,$85.20
29173942,9758447,$26.20
29173939,5684188,$195.95
29173940,9995967,$68.70
29173943,3229102,$203.70
29173944,3646869,$7.20
29173945,2174090,$21.45
29173947,5325204,$116.20
29173946,6922827,$52.70
29173948,5559378,$26.45
29173953,9201304,$211.70
29173950,7226333,$234.95
29173951,6445406,$33.95
29173952,8953959,$182.45
29173949,660075,$42.95
29173954,2460336,$154.20
29173958,8141595,$246.95
29173956,6098769,$35.95
